set_no,name,theme_group,theme,subtheme,year,piece_cnt,minifig_cnt,inventory_url,minifig_url,store_price,current_price,rating_value,rating_votes,tags,set_type,packaging,notes
71007-1,Wizard,Miscellaneous,Collectable Minifigures,Series 12,2014.0,10.0,1.0,,/minifigs/inset-71007-1,"£2.49, $3.99","New: $4, Used: $71",4.3,4,"Castle, Fantasy, Magic",Normal,Foil pack,Included in 71007-17 Might be in 71007-0 
71007-2,Hun Warrior,Miscellaneous,Collectable Minifigures,Series 12,2014.0,9.0,1.0,,/minifigs/inset-71007-2,"£2.49, $3.99","New: $101, Used: $71",4.3,4,"Asia, Historic",Normal,Foil pack,Included in 71007-17 Might be in 71007-0 
71007-3,Fairytale Princess,Miscellaneous,Collectable Minifigures,Series 12,2014.0,6.0,1.0,,/minifigs/inset-71007-3,"£2.49, $3.99","New: Not known, Used: Not known",3.7,3,"Castle, Fantasy, Female, Frog, Princess",Normal,Foil pack,Included in 71007-17 Might be in 71007-0 
71007-4,Video Game Guy,Miscellaneous,Collectable Minifigures,Series 12,2014.0,6.0,1.0,,/minifigs/inset-71007-4,"£2.49, $3.99","New: Not known, Used: Not known",3.5,2,City,Normal,Foil pack,Included in 71007-17 Might be in 71007-0 
71007-5,Battle Goddess,Miscellaneous,Collectable Minifigures,Series 12,2014.0,9.0,1.0,,/minifigs/inset-71007-5,"£2.49, $3.99","New: Not known, Used: Not known",4.5,6,"Classical Period, Fantasy, Female",Normal,Foil pack,Included in 71007-17 Might be in 71007-0 
71007-6,Space Miner,Miscellaneous,Collectable Minifigures,Series 12,2014.0,9.0,1.0,,/minifigs/inset-71007-6,"£2.49, $3.99","New: Not known, Used: Not known",3.7,3,"Classic Space Logo, Drill, Mining, Space",Normal,Foil pack,Included in 71007-17 Might be in 71007-0 
71007-7,Lifeguard,Miscellaneous,Collectable Minifigures,Series 12,2014.0,7.0,1.0,,/minifigs/inset-71007-7,"£2.49, $3.99","New: Not known, Used: Not known",3.0,2,"Beach, Lego Tower, Lifeguard",Normal,Foil pack,Included in 71007-17 Might be in 71007-0 
71007-8,Prospector,Miscellaneous,Collectable Minifigures,Series 12,2014.0,7.0,1.0,,/minifigs/inset-71007-8,"£2.49, $3.99","New: Not known, Used: Not known",3.5,2,"Historic, Wild West",Normal,Foil pack,Included in 71007-17 Might be in 71007-0 
71007-9,Jester,Miscellaneous,Collectable Minifigures,Series 12,2014.0,7.0,1.0,,/minifigs/inset-71007-9,"£2.49, $3.99","New: Not known, Used: Not known",3.0,2,Castle,Normal,Foil pack,Included in 71007-17 Might be in 71007-0 
71007-10,Dino Tracker,Miscellaneous,Collectable Minifigures,Series 12,2014.0,7.0,1.0,,/minifigs/inset-71007-10,"£2.49, $3.99","New: Not known, Used: Not known",4.0,2,Female,Normal,Foil pack,Included in 71007-17 Might be in 71007-0 
71007-11,Pizza Delivery Man,Miscellaneous,Collectable Minifigures,Series 12,2014.0,7.0,1.0,,/minifigs/inset-71007-11,"£2.49, $3.99","New: Not known, Used: Not known",3.0,1review,"City, Pizza",Normal,Foil pack,Included in 71007-17 Might be in 71007-0 
71007-12,Rock Star,Miscellaneous,Collectable Minifigures,Series 12,2014.0,6.0,1.0,,/minifigs/inset-71007-12,"£2.49, $3.99","New: Not known, Used: Not known",4.0,2,Musical,Normal,Foil pack,Included in 71007-17 Might be in 71007-0 
71007-13,Swashbuckler,Miscellaneous,Collectable Minifigures,Series 12,2014.0,7.0,1.0,,/minifigs/inset-71007-13,"£2.49, $3.99","New: Not known, Used: Not known",2.0,1review,Historic,Normal,Foil pack,Included in 71007-17 Might be in 71007-0 
71007-14,Piggy Guy,Miscellaneous,Collectable Minifigures,Series 12,2014.0,6.0,1.0,,/minifigs/inset-71007-14,"£2.49, $3.99","New: Not known, Used: Not known",4.5,2,"Animal Suit, Costume, Pig",Normal,Foil pack,Included in 71007-17 Might be in 71007-0 
71007-15,Genie Girl,Miscellaneous,Collectable Minifigures,Series 12,2014.0,6.0,1.0,,/minifigs/inset-71007-15,"£2.49, $3.99","New: Not known, Used: Not known",4.5,2,"Fantasy, Female, Genies, Magic, Magic Lamp",Normal,Foil pack,Included in 71007-17 Might be in 71007-0 
71007-16,Spooky Girl,Miscellaneous,Collectable Minifigures,Series 12,2014.0,7.0,1.0,,/minifigs/inset-71007-16,"£2.49, $3.99","New: Not known, Used: Not known",4.7,3,"Bear, Female, Spooky",Normal,Foil pack,Included in 71007-17 Might be in 71007-0 
71007-17,LEGO Minifigures Series 12 - Complete,Miscellaneous,Collectable Minifigures,Series 12,2014.0,116.0,16.0,,/minifigs/inset-71007-17,,"New: Not known, Used: Not known",,,,Collection,Foil pack,Contains 71007-1 71007-2 71007-3 71007-4 71007-5 71007-6 71007-7 71007-8 71007-9 71007-10 71007-11 71007-12 71007-13 71007-14 71007-15 71007-16 
71007-18,LEGO Minifigures Series 12 - Sealed Box,Miscellaneous,Collectable Minifigures,Series 12,2014.0,,0.0,,,£2.49,"New: Not known, Used: Not known",,,Collection Box,Collection,Box,
75028-1,Clone Turbo Tank,Licensed,Star Wars,MicroFighters,2014.0,96.0,1.0,/inventories/75028-1,/minifigs/inset-75028-1,"£8.99, $9.99, 8.99€","New: $25, Used: $13",3.8,6,"Clone Trooper, Galactic Republic, Microscale, Prequel Trilogy, Revenge of the Sith",Normal,Box,Included in 66514-1 
75029-1,AAT,Licensed,Star Wars,MicroFighters,2014.0,95.0,1.0,/inventories/75029-1,/minifigs/inset-75029-1,"£8.99, $9.99","New: $16, Used: $9",4.0,4,"Battle Droid Pilot, Aat, Droid, Microscale, Prequel Trilogy, The Phantom Menace, Trade Federation",Normal,Box,Included in 66514-1 
75030-1,Millennium Falcon,Licensed,Star Wars,MicroFighters,2014.0,94.0,1.0,/inventories/75030-1,/minifigs/inset-75030-1,"£8.99, $9.99, 6.99€","New: $22, Used: $12",4.3,4,"Han Solo, A New Hope, Microscale, Original Trilogy, Rebel Alliance, Smuggler",Normal,Box,Included in 66514-1 
75031-1,TIE Interceptor,Licensed,Star Wars,MicroFighters,2014.0,92.0,1.0,/inventories/75031-1,/minifigs/inset-75031-1,"£8.99, $9.99, 6.99€","New: $16, Used: $8",3.7,3,"TIE Fighter Pilot, Galactic Empire, Microscale, Original Trilogy, Return Of The Jedi, Starfighter",Normal,Box,Included in 66515-1 
75032-1,X-Wing Fighter,Licensed,Star Wars,MicroFighters,2014.0,97.0,1.0,/inventories/75032-1,/minifigs/inset-75032-1,"£8.99, $9.99, 6.99€","New: $22, Used: $11",4.4,9,"Theron Nett, A New Hope, Droid, Microscale, Original Trilogy, Rebel Alliance, Starfighter",Normal,Box,Included in 66515-1 
75041-1,Vulture Droid,Licensed,Star Wars,Episode III,2014.0,205.0,3.0,/inventories/75041-1,/minifigs/inset-75041-1,"£19.99, $24.99","New: $44, Used: $30",3.5,2,"Battle Droid Pilot, Buzz Droid, Neimoidian Warrior, Converts, Droid, Prequel Trilogy, Revenge of the Sith, Separatists, Starfighter",Normal,Box,
75042-1,Droid Gunship,Licensed,Star Wars,Episode III,2014.0,439.0,4.0,/inventories/75042-1,/minifigs/inset-75042-1,"£44.99, $49.99, 49.99€","New: $69, Used: $31",4.0,2,"Battle Droid, Chewbacca, Clone Trooper, Super Battle Droid, Droid, Prequel Trilogy, Revenge of the Sith, Separatists",Normal,Box,
75043-1,AT-AP,Licensed,Star Wars,Episode III,2014.0,717.0,5.0,/inventories/75043-1,/minifigs/inset-75043-1,"£59.99, $59.99, 69.99€","New: $66, Used: $42",5.0,5,"Battle Droid Commander, Battle Droid, Commander Gree, Super Battle Droid, Tarfful, Droid, Galactic Republic, Prequel Trilogy, Revenge of the Sith, Walker",Normal,Box,Included in 66479-1 
75044-1,Droid Tri-Fighter,Licensed,Star Wars,Episode III,2014.0,262.0,4.0,/inventories/75044-1,/minifigs/inset-75044-1,"£34.99, $29.99, 39.99€","New: $40, Used: $25",4.0,1review,"Battle Droid Security, Battle Droid, Buzz Droid, Palpatine, Droid, Prequel Trilogy, Revenge of the Sith, Separatists, Starfighter",Normal,Box,"In the US, this set was exclusive to Target."
75045-1,Republic AV-7 Anti-Vehicle Cannon,Licensed,Star Wars,The Clone Wars,2014.0,434.0,4.0,/inventories/75045-1,/minifigs/inset-75045-1,"£44.99, $39.99, 49.99€","New: $65, Used: $58",5.0,1review,"Clone Trooper, Droideka, Plo Koon, Cartoon, Cartoon Network, Droid, Galactic Republic",Normal,Box,"In the US, this set was exclusive to Walmart.Included in 66495-1 "
75046-1,Coruscant Police Gunship,Licensed,Star Wars,The Clone Wars,2014.0,481.0,4.0,/inventories/75046-1,/minifigs/inset-75046-1,"£49.99, $49.99, 59.99€","New: $94, Used: $68",4.5,2,"Ahsoka Tano, Anakin Skywalker, Clone Trooper, Cartoon, Cartoon Network, Galactic Republic",Normal,Box,"In the US, this set was exclusive to Toys R Us."
75048-1,The Phantom,Licensed,Star Wars,Rebels,2014.0,234.0,2.0,/inventories/75048-1,/minifigs/inset-75048-1,"£19.99, $24.99, 29.99€","New: $43, Used: $24",4.2,10,"C1-10P (Chopper), Ezra Bridger, Cartoon, Droid, Phoenix Squadron, Rebel Alliance, Season 1, Season 2, Spectres, Starfighter",Normal,Box,Included in 66512-1 Connects with 75053-1 
75049-1,Snowspeeder,Licensed,Star Wars,Episode V,2014.0,278.0,3.0,/inventories/75049-1,/minifigs/inset-75049-1,"£34.99, $29.99, 39.99€","New: $44, Used: $28",3.8,6,"Dak Ralter, Luke Skywalker, Snowtrooper, Hoth, Original Trilogy, Rebel Alliance, Snowspeeder, The Empire Strikes Back",Normal,Box,
75050-1,B-Wing,Licensed,Star Wars,Episode VI,2014.0,448.0,3.0,/inventories/75050-1,/minifigs/inset-75050-1,"£49.99, $49.99, 29.99€","New: $61, Used: $50",4.2,6,"General Cracken, Rebel Pilot, Ten Numb, Original Trilogy, Rebel Alliance, Return Of The Jedi, Starfighter",Normal,Box,
75051-1,Jedi Scout Fighter,Licensed,Star Wars,Original Content,2014.0,490.0,4.0,/inventories/75051-1,/minifigs/inset-75051-1,"£59.99, $59.99, 69.99€","New: $84, Used: $42",4.7,3,"Astromech Droid, Ithorian Jedi Master, Jek-14, RA-7 Protocol Droid, Droid, Escape Pod, Galactic Republic, Starfighter, The Yoda Chronicles",Normal,Box,
75052-1,Mos Eisley Cantina,Licensed,Star Wars,Episode IV,2014.0,615.0,8.0,/inventories/75052-1,/minifigs/inset-75052-1,"£64.99, $69.99, 79.99€","New: $100, Used: $82",4.3,7,"Bith Musician, Greedo, Han Solo, Luke Skywalker, Obi-Wan Kenobi, Sandtrooper, A New Hope, Dewback, Musical, Original Trilogy, Restaurant, Sliding Door, Tatooine, X-34 Landspeeder",Normal,Box,
75053-1,The Ghost,Licensed,Star Wars,Rebels,2014.0,929.0,4.0,/inventories/75053-1,/minifigs/inset-75053-1,"£69.99, $89.99, 99.99€","New: $174, Used: $132",4.3,6,"Hera Syndulla, Kanan Jarrus, Stormtrooper, Zeb Orrelios, Cartoon, Escape Pod, Phoenix Squadron, Rebel Alliance, Season 1, Season 2, Season 3, Spectres",Normal,Box,Included in 66512-1 Connects with 75048-1 75170-1 
75054-1,AT-AT,Licensed,Star Wars,Episode V,2014.0,1137.0,5.0,/inventories/75054-1,/minifigs/inset-75054-1,"£109.99, $109.99, 119.99€","New: $196, Used: $140",5.0,6,"AT-AT Driver, General Veers, Snowtrooper Commander, Snowtrooper, Galactic Empire, Hoth, Original Trilogy, The Empire Strikes Back, Walker",Normal,Box,
75055-1,Imperial Star Destroyer,Licensed,Star Wars,Episode IV,2014.0,1359.0,7.0,/inventories/75055-1,/minifigs/inset-75055-1,"£119.99, $129.99, 129.99€","New: $222, Used: $151",4.8,4,"Darth Vader, Imperial Crew, Imperial Navy Trooper, Imperial Officer, Mouse Droid, Stormtrooper, Droid, Galactic Empire, Hologram, Lifting Handle, Nanofig, Original Trilogy",Normal,Box,
75056-1,Star Wars Advent Calendar,Licensed,Star Wars,Seasonal,2014.0,274.0,9.0,/inventories/75056-1,/minifigs/inset-75056-1,"£24.99, $39.99","New: $56, Used: $40",4.0,1review,"Astromech Droid, Clone Trooper, Darth Vader, General Rieekan, Luke Skywalker, Rebel Pilot, Snowtrooper, Super Battle Droid, TIE Fighter Pilot, Aat, Advent Calendar, Christmas, Droid, Microscale, Snowspeeder, Star Wars Shuttle, Starfighter, X-34 Landspeeder",Normal,Box,
75058-1,MTT,Licensed,Star Wars,Episode I,2014.0,954.0,12.0,/inventories/75058-1,/minifigs/inset-75058-1,"£89.99, $89.99, 99.99€","New: $146, Used: $93",5.0,1review,"Battle Droid Pilot, Battle Droid, Naboo Security Guard, Obi-Wan Kenobi, PK-4 Droid, Qui-Gon Jinn, Droid, Naboo, Prequel Trilogy, Stap, The Phantom Menace, Trade Federation",Normal,Box,
75059-1,Sandcrawler,Licensed,Star Wars,Ultimate Collector Series,2014.0,3296.0,14.0,/inventories/75059-1,/minifigs/inset-75059-1,"£249.99, $299.99, 299.99€","New: $319, Used: $254",4.8,5,"C-3PO, Gonk Droid, Jawa, Luke Skywalker, Owen Lars, R1 Series Droid, R2-A5, R2-D2, R5-D8, Treadwell Droid, A New Hope, Crane, D2c, Droid, Tatooine, Tracked Vehicle",Normal,Box,
76010-1,Batman: The Penguin Face off,Licensed,DC Comics Super Heroes,Batman,2014.0,136.0,2.0,/inventories/76010-1,/minifigs/inset-76010-1,"£11.99, $12.99, 14.99€","New: $19, Used: $9",4.5,4,"Batman, The Penguin, Brick Built Animals, Duckmobile, Penguin, Penguin Minion, Submarine",Normal,Box,
76011-1,Batman: Man-Bat Attack,Licensed,DC Comics Super Heroes,Batman,2014.0,184.0,3.0,/inventories/76011-1,/minifigs/inset-76011-1,"£19.99, $19.99, 24.99€","New: $23, Used: $14",3.5,2,"Batman, Man-Bat, Nightwing, Aircraft, Bat Family, Batcopter, Glider, Helicopter",Normal,Box,
76012-1,Batman: The Riddler Chase,Licensed,DC Comics Super Heroes,Batman,2014.0,304.0,3.0,/inventories/76012-1,/minifigs/inset-76012-1,"£29.99, $29.99, 34.99€","New: $35, Used: $17",3.3,3,"Batman, The Flash, The Riddler, Batmobile, Car, Dragster, Justice League, Racing Car",Normal,Box,
76013-1,Batman: The Joker Steam Roller,Licensed,DC Comics Super Heroes,Batman,2014.0,486.0,5.0,/inventories/76013-1,/minifigs/inset-76013-1,"£49.99, $49.99, 59.99€","New: $50, Used: $44",4.5,4,"Batgirl, Batman, Robin, The Joker, The Joker’s Henchman, Bat Family, Batwing, Steam Roller",Normal,Box,
76014-1,Spider-Trike vs. Electro,Licensed,Marvel Super Heroes,Ultimate Spider-Man,2014.0,70.0,2.0,/inventories/76014-1,/minifigs/inset-76014-1,"£11.99, $12.99, 10.49€","New: $14, Used: $9",3.0,5,"Electro, Spider-Man, Cartoon, Motor Tricycle, Sinister Six",Normal,Box,
76015-1,Doc Ock Truck Heist,Licensed,Marvel Super Heroes,Ultimate Spider-Man,2014.0,237.0,3.0,/inventories/76015-1,/minifigs/inset-76015-1,"£19.99, $19.99, 24.99€","New: $31, Used: $15",4.0,5,"Doctor Octopus, Guard, Spider-Man, Cartoon, Lamppost, New York, Safe, Sinister Six, Truck",Normal,Box,
76016-1,Spider-Helicopter Rescue,Licensed,Marvel Super Heroes,Ultimate Spider-Man,2014.0,299.0,4.0,/inventories/76016-1,/minifigs/inset-76016-1,"£44.99, $44.99, 34.99€","New: $31, Used: $28",3.0,1review,"Green Goblin, Mary Jane Watson, Power Man, Spider-Man, Aircraft, Bigfig, Cartoon, Glider, Helicopter, Heroes For Hire, Propeller Aircraft",Normal,Box,
76017-1,Avengers: Captain America vs. Hydra,Licensed,Marvel Super Heroes,Avengers Assemble,2014.0,172.0,3.0,/inventories/76017-1,/minifigs/inset-76017-1,"£19.99, $19.99, 24.99€","New: $27, Used: $15",4.0,2,"Captain America, Hydra Henchman, Red Skull, 8 Wheel Vehicle, Avengers, Cartoon, Hydra, Infinity Stone, Motorcycle, Space Stone",Normal,Box,
76018-1,Avengers: Hulk Lab Smash,Licensed,Marvel Super Heroes,Avengers Assemble,2014.0,398.0,5.0,/inventories/76018-1,/minifigs/inset-76018-1,"£49.99, $49.99, 59.99€","New: $47, Used: $31",4.5,2,"Falcon, Hulk, MODOK, Taskmaster, Thor, Aim, Avengers, Bigfig, Cartoon, Lab",Normal,Box,
76019-1,Starblaster Showdown ,Licensed,Marvel Super Heroes,Guardians of the Galaxy,2014.0,196.0,3.0,/inventories/76019-1,/minifigs/inset-76019-1,"£19.99, $19.99, 17.49€","New: $29, Used: $19",4.0,5,"Nova Corps Officer, Sakaaran, Star-Lord, Guardians Of The Galaxy, Infinity Stone, Kree, Marvel Cinematic Universe, Power Stone, Sakaar, Space, Spaceship",Normal,Box,
76020-1,Knowhere Escape Mission ,Licensed,Marvel Super Heroes,Guardians of the Galaxy,2014.0,433.0,3.0,/inventories/76020-1,/minifigs/inset-76020-1,"£44.99, $39.99, 49.99€","New: $49, Used: $35",4.3,3,"Nebula, Rocket Raccoon, Sakaaran, Brick Built Figure, Catapult, Groot, Guardians Of The Galaxy, Infinity Stone, Marvel Cinematic Universe, Mining, Power Stone, Sakaar, Space, Spaceship, Trapdoor",Normal,Box,
76021-1,The Milano Spaceship Rescue,Licensed,Marvel Super Heroes,Guardians of the Galaxy,2014.0,665.0,5.0,/inventories/76021-1,/minifigs/inset-76021-1,"£69.99, $74.99, 55.99€","New: $95, Used: $76",4.8,5,"Drax, Gamora, Ronan The Accuser, Sakaaran, Star-Lord, Guardians Of The Galaxy, Infinity Stone, Kree, Marvel Cinematic Universe, Power Stone, Sakaar, Space, Spaceship",Normal,Box,
76022-1,X-Men vs. The Sentinel,Licensed,Marvel Super Heroes,Comics,2014.0,336.0,4.0,/inventories/76022-1,/minifigs/inset-76022-1,"£44.99, $49.99, 34.99€","New: $46, Used: $38",4.4,5,"Cyclops, Magneto, Storm, Wolverine, Aircraft, Blackbird, Brick Built Figure, Sentinel, X Men",Normal,Box,
76023-1,The Tumbler,Licensed,DC Comics Super Heroes,The Dark Knight Trilogy,2014.0,1869.0,2.0,/inventories/76023-1,/minifigs/inset-76023-1,"£159.99, $199.99, 199.99€","New: $262, Used: $195",5.0,3,"Batman, The Joker, Batmobile, D2c, The Dark Knight Trilogy",Normal,Box,
79015-1,Witch-King Battle,Licensed,The Hobbit,The Battle of the Five Armies,2014.0,101.0,3.0,/inventories/79015-1,/minifigs/inset-79015-1,"£11.99, $14.99, 10.49€","New: $26, Used: $21",4.2,6,"Elrond, Galadriel, Witch-King of Angmar, Brick Built Tree, Dol Guldur, Elves, Skeletons, Spooky",Normal,Box,
79016-1,Attack on Lake-town,Licensed,The Hobbit,The Battle of the Five Armies,2014.0,313.0,5.0,/inventories/79016-1,/minifigs/inset-79016-1,"£34.99, $29.99, 27.99€","New: $47, Used: $37",4.6,5,"Bain, Bard, Hunter Orc, Tauriel, Crane, Elves, Esgaroth, Fish, Orcs, Rowing Boat",Normal,Box,
79017-1,The Battle of Five Armies,Licensed,The Hobbit,The Battle of the Five Armies,2014.0,472.0,7.0,/inventories/79017-1,/minifigs/inset-79017-1,"£59.99, $59.99, 48.99€","New: $94, Used: $71",4.2,5,"Azog, Bard, Dain Ironfoot, Gundabad Orc, Legolas Greenleaf, Thorin Oakenshield, Catapult, Dwarves, Eagle, Elves, Orcs",Normal,Box,
79018-1,The Lonely Mountain,Licensed,The Hobbit,The Battle of the Five Armies,2014.0,866.0,5.0,/inventories/79018-1,/minifigs/inset-79018-1,"£99.99, $129.99, 90.99€","New: $203, Used: $164",4.5,4,"Balin, Bilbo Baggins, Dwalin, Fili, Kili, Dragon, Dwarves, Mining, Smaug",Normal,Box,
79115-1,Turtle Van Takedown,Licensed,Teenage Mutant Ninja Turtles,Movie,2014.0,368.0,4.0,/inventories/79115-1,/minifigs/inset-79115-1,"£39.99, $39.99","New: $61, Used: $38",,,"Foot Soldier, Michelangelo, Raphael, Vern, 2nd Wave, Camera, Van",Normal,Box,
79116-1,Big Rig Snow Getaway,Licensed,Teenage Mutant Ninja Turtles,Movie,2014.0,741.0,6.0,/inventories/79116-1,/minifigs/inset-79116-1,"£69.99, $69.99","New: $64, Used: $48",,,"April O'Neil, Foot Soldier, Karai, Leonardo, Raphael, 2nd Wave, Truck",Normal,Box,
79117-1,Turtle Lair Invasion,Licensed,Teenage Mutant Ninja Turtles,Movie,2014.0,888.0,6.0,/inventories/79117-1,/minifigs/inset-79117-1,"£79.99, $99.99","New: $79, Used: $70",,,"Donatello, Foot Soldier, Leonardo, Shredder, Splinter, 2nd Wave, Cage, Motorcycle, Pizza, Skating, Slide, Stunt Ramp, Training, Turtle Lair, Underground",Normal,Box,
79118-1,Karai Bike Escape,Licensed,Teenage Mutant Ninja Turtles,TV Series,2014.0,88.0,2.0,/inventories/79118-1,/minifigs/inset-79118-1,"£11.99, $12.99","New: $20, Used: $15",3.5,2,"Karai, Leonardo, 2nd Wave, Cartoon, Motorcycle, New York, Nickelodeon",Normal,Box,
79119-1,Mutation Chamber Unleashed,Licensed,Teenage Mutant Ninja Turtles,TV Series,2014.0,196.0,3.0,/inventories/79119-1,/minifigs/inset-79119-1,"£19.99, $24.99","New: $32, Used: $10",3.3,3,"Raphael, Spider Bytez, Victor, 2nd Wave, Bigfig, Cartoon, Nickelodeon, Toxins",Normal,Box,
79120-1,T-Rawket Sky Strike,Licensed,Teenage Mutant Ninja Turtles,TV Series,2014.0,286.0,4.0,/inventories/79120-1,/minifigs/inset-79120-1,"£29.99, $34.99","New: $30, Used: $50",4.0,1review,"Donatello, Kirby O’Neil, Michelangelo, The Kraang, 2nd Wave, Aircraft, Cartoon, Glider, Nickelodeon, Pizza, Spaceship",Normal,Box,
79121-1,Turtle Sub Undersea Chase,Licensed,Teenage Mutant Ninja Turtles,TV Series,2014.0,684.0,5.0,/inventories/79121-1,/minifigs/inset-79121-1,"£59.99, $59.99","New: $43, Used: $25",5.0,2,"Donatello, Leatherhead, Leonardo, The Kraang, 2nd Wave, Cartoon, Nickelodeon, Submarine",Normal,Box,
79122-1,Shredder's Lair Rescue,Licensed,Teenage Mutant Ninja Turtles,TV Series,2014.0,478.0,5.0,/inventories/79122-1,/minifigs/inset-79122-1,"£49.99, $49.99","New: $62, Used: $40",5.0,2,"Foot Soldier, Michelangelo, Raphael, Robot Foot Soldier, Shredder, 2nd Wave, Aircraft, Car, Catapult, Evil Lair, Jet Aircraft, Nickelodeon",Normal,Box,
391114-1,Grumlo minifig,Action/Adventure,Legends of Chima,Magazine gift,2014.0,11.0,0.0,,,,"New: $4, Used: $5",4.0,2,Gorilla Tribe,Other,Foil pack,"[EU] Free with Legends Of Chima comic Issue 3, January 2014; comic RRP £3.25"
391214-1,Speedorz Ramp,Action/Adventure,Legends of Chima,Magazine gift,2014.0,,0.0,,,,"New: $2, Used: Not known",,,Stunt Ramp,Other,Foil pack,"[EU] Free with Legends Of Chima comic Issue 4, February 2014; comic RRP £3.25"
391403-1,"Cannon, Chi and Axe",Action/Adventure,Legends of Chima,Magazine gift,2014.0,20.0,0.0,,,,"New: $2, Used: Not known",,,,Other,Foil pack,"[EU] Free with Legends Of Chima comic, March 2014."
391404-1,Worriz,Action/Adventure,Legends of Chima,Magazine gift,2014.0,,0.0,,,,"New: $6, Used: Not known",,,Wolf Tribe,Other,Foil pack,"[PL] Free with Legends Of Chima comic, April 2014[UK] Free with Legends Of Chima comic Issue 7, May 2014; comic RRP £3.25"
391405-1,Crocodile Hideout,Action/Adventure,Legends of Chima,Magazine gift,2014.0,,0.0,,,,"New: $2, Used: Not known",,,,Other,Foil pack,"[UK] Free with Legends Of Chima comic, June 2014.[PL] Free with Legends Of Chima comic, May 2014."
391406-1,Crug minifigure with armour and sword,Action/Adventure,Legends of Chima,Magazine gift,2014.0,,0.0,,,,"New: $3, Used: Not known",4.0,1review,Crocodile Tribe,Other,Foil pack,"[UK] Free with Legends Of Chima comic Issue 9, July 2014; comic RRP £3.25[PL] Free with Legends Of Chima comic, June 2014."
391407-1,Fire spinner and ramp,Action/Adventure,Legends of Chima,Magazine gift,2014.0,,0.0,,,,"New: $4, Used: Not known",,,Fire Vs Ice,Other,Foil pack,"[UK] Free with Legends Of Chima comic, August 2014.[PL] Free with Legends Of Chima comic, July 2014."
391408-1,Vornon,Action/Adventure,Legends of Chima,Magazine gift,2014.0,,0.0,,,,"New: $3, Used: $4",,,"Fire Vs Ice, Ice Hunters, Vulture Tribe",Other,Foil pack,"[UK] Free with Legends of Chima comic Issue 11, September 2014; at least some copies also included an additional foil pack containing Worriz minifigure. (Comic RRP £4.50)"
391409-1,Ice Prison,Action/Adventure,Legends of Chima,Magazine gift,2014.0,,0.0,,,,"New: $1, Used: Not known",4.0,1review,Fire Vs Ice,Other,Foil pack,"[UK] Free with Legends of Chima comic Issue 12, October 2014; comic RRP £3.25"
391410-1,Sykor,Action/Adventure,Legends of Chima,Magazine gift,2014.0,,0.0,,,,"New: $4, Used: Not known",4.0,1review,"Fire Vs Ice, Ice Hunters, Sabretooth Tribe",Other,Foil pack,"[UK] Free with Legends of Chima comic Issue 13, November 2014; comic RRP £3.25"
391411-1,Shooter,Action/Adventure,Legends of Chima,Magazine gift,2014.0,,0.0,,,,"New: $2, Used: Not known",,,Fire Vs Ice,Other,Foil pack,"[UK] Free with Legends of Chima comic, December 2014."
391412-1,Worriz,Action/Adventure,Legends of Chima,Magazine gift,2014.0,,0.0,,,,"New: $2, Used: Not known",,,"Fire Vs Ice, Wolf Tribe",Other,Foil pack,"[UK] Free with Legends of Chima comic, January 2015 ?"
471408-1,Lennox with Lion Cannon,Action/Adventure,Legends of Chima,Magazine gift,2014.0,,0.0,,,,"New: $5, Used: Not known",,,Lion Tribe,Other,Foil pack,"[UK] Free with Legends Of Chima comic Issue 6, April 2014; comic RRP £3.99"
561407-1,Dog Grooming,Girls,Friends,Magazine gift,2014.0,,0.0,,,,"New: $3, Used: Not known",,,Dog,Other,Foil pack,"[UK] Free with Friends comic, July 2014."
561408-1,Beach Scene,Girls,Friends,Magazine gift,2014.0,,0.0,,,,"New: $2, Used: Not known",,,Beach,Other,Foil pack,"[UK] Free with Friends comic, August 2014."
561409-1,Kitchen with oven,Girls,Friends,Magazine gift,2014.0,28.0,0.0,,,,"New: $2, Used: Not known",,,Kitchen,Other,Foil pack,"[UK] Free with Friends comic, September 2014."
561410-1,Halloween Shop,Girls,Friends,Magazine gift,2014.0,,0.0,,,,"New: $3, Used: Not known",,,"Bat, Halloween, Shop, Spooky",Other,Foil pack,
561411-1,Cat and scenery,Girls,Friends,Magazine gift,2014.0,24.0,0.0,,,,"New: $2, Used: Not known",,,"Brick Built Tree, Cat",Other,Foil pack,
561412-1,Christmas Tree,Girls,Friends,Magazine gift,2014.0,35.0,0.0,,,,"New: $2, Used: Not known",,,"Brick Built Tree, Christmas, Christmas Tree",Other,Foil pack,
850595-1,Friends Notebook,Miscellaneous,Gear,Stationery,2014.0,,0.0,,,"£10.99, $9.99, 12.99€","New: Not known, Used: Not known",4.0,1review,Friends,Gear,,
850884-1,Castle King Key Chain,Miscellaneous,Gear,Key Chains/Castle,2014.0,,0.0,,,"£2.99, $4.99, 1.99€","New: Not known, Used: Not known",,,,Gear,Tag,
850886-1,Castle Dragon Wizard Key Chain,Miscellaneous,Gear,Key Chains/Castle,2014.0,,0.0,,,"£2.99, $4.99, 2.79€","New: Not known, Used: Not known",,,,Gear,Tag,
850888-1,Castle Knights Accessory Set,Historical,Castle,,2014.0,32.0,4.0,,/minifigs/inset-850888-1,"£10.99, $14.99, 9.09€","New: $30, Used: $15",3.0,1review,"Accessory, Battle Pack, Crown Knights, Lion Knights, Minifigure Pack",Extended,Blister pack,
